Idalumno,CodAsig,Asignatura,Carrera,Semestre,Convocatoria,Anho,Ciclo,Aprobado,AnhoFirma,1P,2P,Taller,Asistencia,Requisito,1R,2R,NF,1F,2F,3F,Materias cursadas
29,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,9,8,5,1,1,0,0,0,0,0,0,4
40,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
56,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2018,0,0,0,1,1,0,0,2,2,0,0,7
77,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,17,17,1,1,0,0,0,0,0,0,0,4
77,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,21,22,7,1,1,0,0,5,5,0,0,4
170,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4
207,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,5,0,6,0,0,0,0,0,0,0,0,5
207,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,7,0,2,0,0,0,0,0,0,0,0,3
208,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
237,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3
248,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,12,14,4,1,1,0,0,0,0,0,0,4
248,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,18,15,6,1,1,0,0,2,2,0,0,6
249,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,2015,0,0,0,1,1,0,0,0,0,0,0,1
254,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,6,0,0,1,0,0,0,0,0,0,0,6
254,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,8
259,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3
259,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
279,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,13,0,2,0,0,0,0,0,0,0,0,2
279,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
289,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
289,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,8,8,5,1,1,16,27,0,0,0,0,5
289,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,2019,18,16,4,1,1,0,0,0,0,0,0,5
289,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,2019,12,0,0,1,1,0,0,0,0,0,0,6
289,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,0,0,11,0,4,1,1,20,0,0,0,0,0,8
289,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,2,1,0,0,0,0,0,0,0,5
302,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,18,30,4,1,1,0,0,5,5,0,0,5
325,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,1,2016,18,31,7,1,1,0,0,3,3,0,0,5
338,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5
372,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,16,30,9,1,1,0,0,5,5,0,0,6
374,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
374,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7
375,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
375,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,15,0,3,0,0,0,0,0,0,0,0,3
378,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,14,24,5,1,1,0,0,3,1,1,3,4
381,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,5,2,2,0,0,0,0,0,0,0,0,4
381,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,4,8,2,0,0,0,0,0,0,0,0,4
381,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,0,0,2,0,1,0,0,0,0,0,0,0,0,4
381,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,11,16,2,1,1,25,0,0,0,0,0,4
381,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,1,2019,16,25,5,1,1,0,0,2,1,2,0,5
386,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,17,10,6,1,1,0,0,2,0,0,2,3
403,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7
418,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,1,2018,17,19,8,1,1,0,0,4,4,0,0,7
429,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,8,23,8,1,1,0,0,2,2,0,0,4
440,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,11,9,5,1,1,0,0,0,0,0,0,5
440,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,19,30,3,1,1,0,0,3,0,3,0,4
444,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,23,7,1,1,0,0,3,3,0,0,5
448,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,9,3,3,1,1,0,0,0,0,0,0,5
448,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,4,5,2,1,0,0,0,0,0,0,0,5
448,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,8,3,5,1,0,0,0,0,0,0,0,5
451,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,2016,10,26,7,1,1,0,0,1,1,1,1,5
451,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,2017,17,19,5,1,1,0,12,1,1,0,1,6
451,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,2017,9,20,0,1,1,36,0,1,0,1,0,7
451,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,2018,13,21,4,1,1,0,0,1,0,0,1,6
451,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,1,2018,20,17,0,1,1,0,0,3,1,3,0,5
457,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,10,5,4,1,1,8,20,0,0,0,0,4
457,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,2018,10,25,2,1,1,0,0,1,0,1,0,4
457,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,15,14,0,1,1,0,0,1,1,1,0,6
457,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,0,17,12,2,1,1,30,0,0,0,0,0,4
457,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,21,28,5,1,1,0,0,4,4,0,0,5
458,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,11,20,5,1,1,0,0,2,1,1,2,6
459,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,11,4,4,1,1,0,0,0,0,0,0,7
460,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2015,18,0,0,1,1,0,0,2,2,0,0,5
468,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,18,18,6,1,1,0,0,2,1,1,2,7
476,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,3,0,2,1,0,0,0,0,0,0,0,3
476,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,0,0,4,0,1,1,0,0,0,0,0,0,0,3
476,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,0,3,0,3,0,0,0,0,0,0,0,0,3
478,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,6,7,5,0,0,0,0,0,0,0,0,4
478,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,11,7,3,1,1,0,18,0,0,0,0,4
478,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,0,3,12,5,0,0,0,0,0,0,0,0,5
478,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,5,7,4,1,0,0,0,0,0,0,0,6
486,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,7,8,6,1,1,0,0,0,0,0,0,5
486,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,12,14,6,1,1,24,0,0,0,0,0,4
492,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,3,9,6,1,0,0,0,0,0,0,0,6
492,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,14,12,4,1,1,22,0,0,0,0,0,5
492,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,17,18,5,1,1,0,0,1,1,1,1,4
492,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,1,2019,19,30,7,1,1,0,0,4,4,0,0,5
510,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,9,0,4,0,0,0,0,0,0,0,0,6
510,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,2017,11,20,4,1,1,20,0,0,0,0,0,5
510,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,2017,0,0,0,1,1,0,0,0,0,0,0,6
510,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,2018,12,18,9,1,1,24,15,0,0,0,0,4
510,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,1,2018,15,25,0,1,1,0,0,4,4,0,0,5
523,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,14,15,6,1,1,0,0,2,1,1,2,3
525,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2016,14,22,4,1,1,0,0,1,1,1,1,5
525,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,8,21,6,1,1,0,0,1,1,1,1,6
525,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,5,10,4,1,1,34,0,3,0,3,0,7
527,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,13,13,5,1,1,36,26,0,0,0,0,3
527,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2018,18,20,0,1,1,0,0,3,1,3,0,5
535,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,0,0,3,1,0,0,0,0,0,0,0,6
539,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,9,15,4,1,1,11,9,0,0,0,0,3
539,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,16,26,8,1,1,0,0,4,4,0,0,6
543,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,10,14,6,1,1,0,0,2,0,0,2,5
550,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8
551,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,0,6,0,0,0,0,0,0,0,0,0,0,5
551,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,0,2,2,1,0,0,0,0,0,0,0,8
554,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,11,23,4,1,1,0,0,2,1,2,0,5
559,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2015,20,24,0,1,1,0,0,3,3,0,0,3
561,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,9,6,4,1,1,4,0,0,0,0,0,6
561,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,5,0,1,1,0,0,0,0,0,0,0,6
561,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,8,5,4,1,0,0,0,0,0,0,0,4
561,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,10,13,2,1,1,4,0,0,0,0,0,6
561,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,12,5,2,1,1,16,0,0,0,0,0,7
562,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,2016,12,23,4,1,1,0,0,1,1,1,0,4
562,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,2016,16,9,2,1,1,17,12,0,0,0,0,4
562,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,0,7,11,4,1,1,0,0,0,0,0,0,5
562,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,0,10,0,8,1,0,0,0,0,0,0,0,6
563,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,11,24,6,1,1,0,0,2,1,1,2,4
574,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,11,27,8,1,1,0,0,3,0,0,3,4
576,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,20,22,9,1,1,0,0,4,4,0,0,5
578,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,8,8,4,1,1,0,0,0,0,0,0,4
578,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,9,13,6,0,1,0,10,0,0,0,0,4
578,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,10,21,6,1,1,0,0,2,1,2,0,5
581,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,3,20,6,1,1,12,24,0,0,0,0,2
581,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,2018,9,21,6,1,1,0,0,1,1,1,0,4
581,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,14,24,0,1,1,44,0,3,0,3,0,3
583,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2016,11,15,5,1,1,0,0,1,0,1,1,5
583,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2016,4,22,0,1,1,0,19,1,1,0,0,3
583,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,15,19,3,1,1,0,0,2,2,0,0,3
584,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2016,13,23,4,1,1,0,0,1,1,1,1,4
584,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,23,25,7,1,1,0,0,5,5,0,0,4
588,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
588,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,7,0,1,1,0,0,0,0,0,0,0,6
588,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,2022,18,8,3,1,1,0,32,0,0,0,0,7
588,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,17,16,3,1,1,0,0,1,0,1,0,5
589,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,7,18,6,1,1,0,0,0,0,0,0,5
589,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,0,7,19,9,1,1,0,0,2,1,2,0,4
594,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2015,0,0,0,1,1,0,0,0,0,0,0,4
594,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,11,27,3,1,1,0,0,2,1,1,2,1
595,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,14,29,6,1,1,0,0,4,4,0,0,6
599,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
602,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,13,2,2,1,1,0,0,0,0,0,0,6
603,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6
603,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,2,3,2,1,0,0,0,0,0,0,0,4
605,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
607,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7
607,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8
608,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,10,19,6,1,1,12,0,0,0,0,0,5
608,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2017,0,0,0,1,1,0,0,2,0,2,0,7
613,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,4,14,2,1,1,0,0,0,0,0,0,3
613,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,8,18,7,1,1,14,28,1,0,0,1,3
613,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2017,10,22,0,1,1,0,0,2,2,0,0,7
614,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,10,23,10,1,1,0,0,2,2,0,0,4
623,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,5,12,3,1,1,0,0,0,0,0,0,5
623,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,16,8,5,1,1,21,0,0,0,0,0,4
623,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,0,6,9,4,1,1,22,0,0,0,0,0,6
623,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,2018,4,18,7,1,1,30,0,1,0,1,1,5
623,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,1,2018,20,22,0,1,1,0,0,3,3,0,0,4
626,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,7,21,7,1,1,12,16,1,0,0,1,5
626,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,2017,14,11,0,0,1,26,0,1,0,1,0,5
626,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,9,14,8,1,1,48,0,4,0,4,0,5
628,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,4,0,2,1,0,0,0,0,0,0,0,4
628,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,4,0,2,1,0,0,0,0,0,0,0,4
628,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,0,0,10,5,3,1,1,0,0,0,0,0,0,5
628,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,9,6,3,1,1,0,0,0,0,0,0,4
628,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,1,2022,15,10,4,1,1,34,32,2,0,0,2,4
631,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,12,15,3,1,1,0,0,0,0,0,0,4
631,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,6,25,8,1,1,0,0,2,1,2,0,4
634,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5
634,13015,ESTATICA,MEC-PLS13 ,3,2,2019,2,0,0,0,15,2,1,1,22,0,0,0,0,0,5
634,13015,ESTATICA,MEC-PLS13 ,3,1,2021,1,0,0,0,0,2,1,1,0,0,0,0,0,0,5
634,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5
634,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,0,0,12,0,3,1,0,0,0,0,0,0,0,6
634,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,0,12,12,6,1,1,0,0,0,0,0,0,7
635,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,2016,9,10,6,1,1,0,0,1,0,0,1,4
635,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,2016,2,0,0,1,1,0,0,1,0,1,0,4
635,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,1,2018,14,21,10,1,1,0,0,2,2,0,0,4
640,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,15,21,8,1,1,0,0,3,1,3,0,3
643,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,10,9,2,1,1,0,0,0,0,0,0,4
643,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,2017,11,14,3,1,1,27,36,1,0,0,1,5
643,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,1,2017,15,23,0,1,1,0,0,2,2,0,0,7
647,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,7,3,7,1,0,0,0,0,0,0,0,4
651,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8
652,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
654,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,5,5,6,1,0,0,0,0,0,0,0,3
654,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,0,0,13,10,5,1,1,16,0,0,0,0,0,4
654,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,1,2018,13,12,2,1,1,33,0,2,0,2,0,7
655,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,13,27,3,1,1,0,0,2,1,1,2,5
656,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,5,20,5,1,1,0,0,0,0,0,0,5
656,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,16,21,4,1,1,0,0,1,1,1,1,6
656,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,2018,10,20,2,1,1,34,0,0,0,0,0,4
656,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,10,0,0,1,1,0,0,2,2,0,0,7
661,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,7,26,3,1,1,0,0,2,2,0,0,4
667,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,6,9,6,1,1,12,16,0,0,0,0,5
667,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,1,2018,15,24,3,1,1,0,0,3,3,0,0,5
668,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7
668,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,9,0,2,1,0,0,0,0,0,0,0,5
668,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,15,2,5,1,1,32,20,0,0,0,0,7
668,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,2018,0,0,0,1,1,0,0,0,0,0,0,9
668,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,2019,14,24,7,1,1,0,0,1,1,0,0,5
668,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,0,0,0,0,3,1,1,0,0,0,0,0,0,4
668,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7
668,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6
668,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,0,0,0,1,0,0,0,0,0,0,0,9
670,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,8,0,4,1,0,0,0,0,0,0,0,3
670,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,0,0,2,1,0,0,0,0,0,0,0,5
672,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,2016,5,12,5,1,1,0,0,1,0,1,0,4
672,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2016,10,20,0,1,1,0,0,2,2,0,0,4
675,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,13,26,7,1,1,0,0,2,1,1,2,7
689,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
689,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,11,14,4,1,1,12,28,0,0,0,0,4
689,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2018,9,17,4,1,1,31,0,2,0,2,0,4
690,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,0,12,7,2,0,0,0,0,0,0,0,0,6
690,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,0,5,2,1,0,0,0,0,0,0,0,7
690,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,5,21,2,1,1,38,0,2,0,2,0,4
692,13015,ESTATICA,MEC-PLS13 ,3,2,2019,2,0,2019,10,20,5,1,1,0,0,1,1,0,0,5
693,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2015,20,21,0,1,1,0,0,3,3,0,0,5
697,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2016,4,13,6,1,1,0,0,1,0,1,0,5
697,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2016,11,15,0,1,1,0,0,1,0,1,1,3
697,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,12,16,3,1,1,26,0,0,0,0,0,4
697,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,12,11,2,1,1,28,30,0,0,0,0,5
697,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,0,15,11,3,1,1,18,0,0,0,0,0,3
697,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,9,25,8,1,1,0,0,2,1,2,0,4
700,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,5,16,2,1,1,0,0,0,0,0,0,5
700,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,7,17,5,1,1,19,10,0,0,0,0,7
700,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,1,2018,11,20,8,1,1,0,0,2,2,0,0,7
703,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,4,3,2,1,0,0,0,0,0,0,0,5
707,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4
707,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3
710,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,8,26,3,1,1,0,0,3,1,1,3,4
717,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,13,25,6,1,1,10,0,0,0,0,0,5
717,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,2017,8,10,0,1,1,0,0,0,0,0,0,6
717,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,16,21,7,1,1,0,0,4,4,0,0,7
720,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,6,15,2,1,1,0,0,0,0,0,0,5
720,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,8,11,2,1,1,0,0,0,0,0,0,5
720,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,0,6,16,8,1,1,0,6,0,0,0,0,3
720,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5
720,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,0,4,2,1,0,0,0,0,0,0,0,1
727,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,8,18,2,1,1,0,0,0,0,0,0,6
727,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
727,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,3,0,0,0,0,0,0,0,0,0,0,5
728,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,17,27,9,1,1,0,0,3,3,0,0,5
