Idalumno,CodAsig,Asignatura,Carrera,Semestre,Convocatoria,Anho,Ciclo,Aprobado,AnhoFirma,1P,2P,Taller,Asistencia,Requisito,1R,2R,NF,1F,2F,3F,Materias cursadas
3760,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,7,2,1,0,0,0,0,0,0,0,7
3760,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,6,6,3,1,0,0,0,0,0,0,0,6
3760,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,11,12,6,1,1,20,16,0,0,0,0,4
3762,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,20,20,6,1,1,0,0,2,2,0,0,5
3767,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,21,31,8,1,1,0,0,5,0,5,0,5
3768,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,5,11,4,1,1,8,4,0,0,0,0,3
3768,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,14,15,6,1,1,0,0,2,2,0,0,4
3772,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,16,13,6,1,1,21,6,2,0,0,2,5
3773,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,18,21,8,1,1,0,0,3,3,0,0,6
3774,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,6,0,4,1,0,0,0,0,0,0,0,5
3774,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,0,2021,5,24,3,1,1,35,0,1,0,1,0,4
3774,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,1,2021,14,9,3,1,1,0,0,2,1,2,0,3
3775,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,23,33,9,1,1,0,0,5,5,0,0,5
3776,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,17,21,7,1,1,52,0,5,0,5,0,5
3777,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,2,0,2,1,0,0,0,0,0,0,0,5
3777,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,0,0,10,0,5,1,1,0,0,0,0,0,0,5
3777,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,6,10,3,1,1,14,0,0,0,0,0,4
3777,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,2022,14,9,4,1,1,22,31,0,0,0,0,6
3777,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,2022,11,0,4,1,1,0,0,1,1,0,1,5
3778,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,9,9,7,1,1,24,0,0,0,0,0,6
3779,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7
3779,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
3781,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,7,13,6,1,1,38,0,2,0,2,0,5
3783,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,3,0,2,1,0,0,0,0,0,0,0,7
3783,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,15,6,3,1,1,0,0,0,0,0,0,6
3783,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,21,4,5,1,1,24,36,0,0,0,0,4
3784,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,0,2021,9,27,6,1,1,0,0,1,0,1,0,6
3784,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,1,2021,12,13,6,1,1,0,0,4,4,0,0,5
3785,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,18,27,5,1,1,0,0,4,4,0,0,5
3786,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,16,24,8,1,1,0,0,2,0,2,0,5
3790,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,6,21,5,1,1,0,0,3,0,3,0,5
3792,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,2,1,0,0,0,0,0,0,0,7
3792,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
3792,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,10,5,5,1,1,0,0,0,0,0,0,2
3794,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,12,19,8,1,1,0,0,2,1,2,0,6
3795,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,9,8,6,1,1,10,20,0,0,0,0,5
3795,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,16,30,6,1,1,0,0,4,1,4,0,5
3797,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,13,18,6,1,1,0,0,2,1,2,0,3
3798,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,3,10,2,1,0,0,0,0,0,0,0,4
3798,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,4,17,3,1,1,16,0,0,0,0,0,4
3798,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,8,10,2,1,1,24,16,0,0,0,0,5
3798,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,9,2,1,0,0,0,0,0,0,0,4
3798,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,6,17,4,1,1,27,40,1,0,0,1,6
3799,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,10,7,4,1,1,14,32,1,0,0,1,6
3799,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,8,12,4,1,1,0,0,4,4,0,0,7
3803,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,19,5,6,1,1,34,0,2,0,1,2,7
3805,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,6,0,3,1,0,0,0,0,0,0,0,4
3805,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,9,0,4,1,0,0,0,0,0,0,0,6
3805,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
3805,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4
3808,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,1,0,1,1,0,0,0,0,0,0,0,4
3809,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,3,1,0,0,0,0,0,0,0,6
3811,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,0,7,4,1,0,0,0,0,0,0,0,6
3811,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,6,10,6,1,1,13,0,0,0,0,0,7
3811,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,10,12,4,1,1,34,0,2,0,2,0,7
3813,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,7,8,5,1,1,30,0,1,0,1,1,7
3813,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,11,18,0,1,1,0,0,2,2,0,0,7
3815,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,17,29,6,1,1,0,0,5,5,0,0,7
3817,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,2,18,6,1,1,29,0,2,0,2,0,5
3818,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,1,2021,21,31,5,1,1,0,0,5,5,0,0,5
3822,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,8,0,0,1,0,0,0,0,0,0,0,4
3822,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,2022,15,13,3,1,1,36,0,1,0,1,0,4
3823,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,9,6,3,1,1,36,0,1,0,1,1,6
3823,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,9,0,3,1,1,32,0,2,0,0,2,5
3824,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,11,4,4,1,1,26,47,3,0,0,3,5
3826,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,6,0,0,1,0,0,0,0,0,0,0,6
3826,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,1,2022,20,14,4,1,1,0,0,3,3,0,0,5
3829,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,15,30,6,1,1,0,0,5,5,0,0,6
3830,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,0,0,2,1,1,0,0,0,0,0,0,6
3831,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,6,0,0,1,0,0,0,0,0,0,0,8
3831,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,14,18,4,1,1,0,0,2,2,0,0,8
3832,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,20,31,10,1,1,0,0,5,5,0,0,5
3834,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,8,0,4,1,0,0,0,0,0,0,0,6
3834,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,11,8,7,1,1,40,0,5,0,5,0,5
3835,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,20,28,2,1,1,0,0,3,3,0,0,6
3836,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,22,32,7,1,1,0,0,5,5,0,0,6
3837,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,15,8,4,1,1,0,0,0,0,0,0,4
3837,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,16,24,5,1,1,0,0,2,2,0,0,3
3838,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,2,1,0,0,0,0,0,0,0,5
3838,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,9,4,3,1,0,0,0,0,0,0,0,5
3838,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,17,25,10,1,1,0,0,3,3,0,0,4
3841,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,18,14,6,1,1,40,0,4,0,4,0,6
3843,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,0,0,1,1,0,0,0,0,0,0,0,7
3843,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4
3845,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,13,5,8,1,1,27,0,0,0,0,0,7
3846,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,2021,10,5,2,1,1,34,0,1,0,1,1,6
3846,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2021,16,10,2,1,1,28,48,3,0,0,3,6
3847,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,1,2019,18,28,8,1,1,0,0,4,4,0,0,5
3848,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,14,13,10,1,1,36,0,3,0,3,0,4
3852,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,8,8,6,1,1,9,6,0,0,0,0,6
3852,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,9,19,2,1,1,33,0,2,0,2,0,7
3853,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,20,30,4,1,1,0,0,5,5,0,0,7
3854,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,10,5,2,1,1,22,0,0,0,0,0,4
3854,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,2022,16,9,5,1,1,18,34,1,0,0,1,5
3854,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,13,22,5,1,1,42,0,3,0,3,0,4
3857,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,11,13,4,1,1,16,0,0,0,0,0,6
3858,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,8,2,3,1,0,0,0,0,0,0,0,6
3858,13015,ESTATICA,MEC-PLS13 ,3,1,2022,1,1,2022,15,11,7,1,1,30,0,2,0,2,0,6
3861,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,2016,13,18,5,1,1,0,0,1,0,1,1,5
3861,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2016,17,23,0,1,1,30,28,2,0,0,2,6
3862,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,7,8,4,1,1,14,18,0,0,0,0,4
3862,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,2022,2,13,6,1,1,28,34,1,0,0,1,7
3862,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,22,10,6,1,1,0,0,3,3,0,0,7
3865,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2020,17,21,3,1,1,0,0,2,2,0,0,5
3866,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,17,26,10,1,1,0,0,5,5,0,0,6
3867,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3868,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,7,0,3,1,0,0,0,0,0,0,0,7
3868,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,9,24,3,1,1,0,0,2,2,0,0,6
3869,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,2,0,2,1,0,0,0,0,0,0,0,4
3869,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,11,11,3,1,1,14,20,0,0,0,0,4
3870,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7
3870,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,0,0,0,0,1,1,0,0,0,0,0,0,0,4
3871,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,9,0,1,1,0,0,0,0,0,0,0,7
3871,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,4,0,2,1,0,0,0,0,0,0,0,7
3871,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,0,0,0,1,1,0,0,0,0,0,0,0,6
3872,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,17,22,9,1,1,0,0,4,4,0,0,4
3873,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6
3873,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,0,9,1,4,1,0,0,0,0,0,0,0,4
3874,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,8,13,3,1,1,32,0,1,0,1,1,6
3874,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2021,18,9,3,1,1,0,0,2,2,0,0,5
3876,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,10,20,5,1,1,0,0,3,3,0,0,7
3878,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,0,6,16,2,1,1,24,0,0,0,0,0,5
3879,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,8,10,2,1,1,0,0,0,0,0,0,6
3879,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,6,0,2,1,0,0,0,0,0,0,0,4
3879,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,10,7,5,1,1,36,0,2,0,1,2,5
3883,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,3,4,4,1,0,0,0,0,0,0,0,4
3883,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,12,11,2,1,1,10,22,0,0,0,0,4
3883,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,11,10,6,1,1,46,0,4,0,4,0,3
3884,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2015,14,25,0,1,1,0,0,3,3,0,0,4
3885,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,11,0,1,1,0,0,0,0,0,0,0,5
3885,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,9,14,8,1,1,44,0,3,0,3,0,5
3886,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,17,7,3,1,1,16,0,0,0,0,0,6
3886,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,20,0,6,1,1,0,42,4,0,0,4,7
3887,13015,ESTATICA,IND-PLS13 ,3,1,2022,1,0,0,8,2,2,1,0,0,0,0,0,0,0,4
3887,13015,ESTATICA,IND-PLS13 ,3,2,2022,2,1,2022,20,25,10,1,1,0,0,4,4,0,0,5
3888,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,10,16,4,1,1,0,0,0,0,0,0,6
3888,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,11,18,3,1,1,0,10,0,0,0,0,5
3888,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,15,0,5,1,1,22,0,0,0,0,0,5
3888,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,13,14,3,1,1,34,0,1,0,1,1,3
3888,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,2018,0,0,0,1,1,0,0,0,0,0,0,2
3889,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,7,10,2,1,1,0,0,0,0,0,0,6
3889,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,5,13,7,1,1,0,12,0,0,0,0,4
3889,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,2018,12,19,7,1,1,0,0,0,0,0,0,6
3889,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,0,0,0,1,1,0,0,0,0,0,0,3
3889,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,15,25,5,1,1,0,0,2,2,0,0,3
3891,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,17,29,10,1,1,0,0,5,5,0,0,5
3893,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,9,13,4,1,1,16,0,0,0,0,0,7
3893,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,18,8,6,1,1,26,40,3,0,0,3,6
3894,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,3,8,4,1,0,0,0,0,0,0,0,5
3894,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,15,8,5,1,1,32,0,2,0,2,0,5
3895,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,14,8,6,1,1,0,0,0,0,0,0,4
3896,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,14,15,7,1,1,0,0,2,0,1,2,6
3898,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,11,34,9,1,1,0,0,4,4,0,0,5
3899,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,8,22,5,1,1,0,0,2,2,0,0,6
3901,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,13,20,4,1,1,0,0,2,1,2,0,4
3903,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,8,15,4,1,1,9,26,0,0,0,0,5
3903,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,1,2018,13,17,5,1,1,42,0,4,0,4,0,5
3904,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,14,17,6,1,1,0,0,1,1,1,0,6
3905,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,16,15,5,1,1,0,0,2,1,1,2,4
3906,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,2,1,0,0,0,0,0,0,0,6
3906,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
3906,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,10,6,8,1,1,0,0,0,0,0,0,5
3907,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,17,23,8,1,1,0,0,3,3,0,0,3
3908,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,21,14,8,1,1,28,42,4,0,0,4,5
3909,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,10,11,5,1,1,18,0,0,0,0,0,6
3912,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,15,12,2,1,1,24,22,0,0,0,0,6
3912,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,7,13,3,1,1,10,30,0,0,0,0,4
3912,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,2022,20,11,8,1,1,32,0,1,0,1,1,4
3913,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,18,24,6,1,1,44,0,3,0,3,0,5
3914,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6
3914,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,6,6,8,1,0,0,0,0,0,0,0,6
3915,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,1,3,2,1,0,0,0,0,0,0,0,6
3915,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,13,10,5,1,1,40,0,2,0,2,0,6
3917,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,0,0,4,0,0,0,0,0,0,0,0,5
3917,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,15,13,7,1,1,0,0,1,1,1,1,5
3917,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2019,19,32,8,1,1,0,0,4,4,0,0,5
3919,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,13,13,6,1,1,26,30,1,0,0,1,6
3919,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,17,24,0,1,1,0,0,3,3,0,0,5
3921,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,8,13,2,1,1,20,32,0,0,0,0,7
3921,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,17,11,5,1,1,42,0,4,0,4,0,5
3922,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,17,20,6,1,1,0,0,3,3,0,0,5
3923,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,2016,9,24,4,1,1,0,0,1,1,1,1,5
3923,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2017,7,22,6,1,1,28,0,2,0,2,0,5
3925,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,14,7,5,1,1,32,0,2,0,2,0,6
3927,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,12,33,4,1,1,0,0,3,3,0,0,5
3928,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,2018,8,10,4,1,1,31,0,1,0,1,0,5
3928,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,1,2018,18,15,0,1,1,0,0,2,1,2,0,3
3930,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,3,1,0,0,0,0,0,0,0,6
3930,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,1,2022,12,10,9,1,1,40,0,4,0,4,0,4
3933,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,2019,14,19,4,1,1,0,0,1,1,0,0,4
3933,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,18,28,5,1,1,0,0,5,5,0,0,5
3934,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,20,26,5,1,1,0,0,3,0,3,0,5
3935,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,19,34,6,1,1,0,0,5,5,0,0,5
3937,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,14,16,5,1,1,0,0,2,0,2,0,6
3940,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,0,0,16,10,2,1,1,20,0,0,0,0,0,7
3940,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,7,3,2,1,0,0,0,0,0,0,0,5
3940,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,4,5,2,1,0,0,0,0,0,0,0,5
3940,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,3,18,8,1,1,22,42,3,0,0,3,4
3941,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,0,0,17,5,4,1,1,0,0,0,0,0,0,6
3941,13015,ESTATICA,IND-PLS13 ,3,2,2021,2,1,2021,13,18,4,1,1,0,0,2,2,0,0,4
3942,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,18,27,7,1,1,0,0,5,5,0,0,4
3946,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,2021,14,19,5,1,1,0,0,1,1,0,0,5
3946,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,2021,10,20,5,1,1,0,0,1,1,0,0,6
3946,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,13,14,3,1,1,32,0,2,0,2,0,5
3948,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,16,20,4,1,1,0,0,2,2,0,0,7
3949,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,0,2019,14,21,4,1,1,0,0,1,1,1,0,5
3951,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,1,2022,16,15,7,1,1,0,0,2,1,1,2,5
3952,13015,ESTATICA,MCT-PLS13 ,3,1,2021,1,1,2021,18,29,4,1,1,0,0,4,4,0,0,4
3954,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,10,3,2,1,1,0,0,0,0,0,0,6
3954,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,13,3,3,1,1,32,0,2,0,2,0,4
3956,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,18,16,5,1,1,44,0,5,0,5,0,6
3957,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,4,0,0,1,0,0,0,0,0,0,0,4
3957,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,2,0,0,1,0,0,0,0,0,0,0,5
3958,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2021,16,30,6,1,1,0,0,5,5,0,0,8
3959,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,1,2019,19,28,8,1,1,0,0,4,4,0,0,6
3960,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2017,7,17,6,1,1,24,46,3,0,0,3,5
3961,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,15,32,6,1,1,0,0,5,5,0,0,5
3963,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,20,28,5,1,1,0,0,4,4,0,0,4
3964,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,1,2021,3,16,4,1,1,46,0,3,0,3,0,6
3966,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,13,7,5,1,1,0,22,0,0,0,0,4
3968,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,1,2022,21,25,8,1,1,0,0,4,4,0,0,5
3969,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,1,2021,10,9,2,1,1,20,33,2,0,0,2,7
3972,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,1,2020,18,30,2,1,1,0,0,4,4,0,0,4
3973,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,12,8,4,1,1,0,0,0,0,0,0,4
3975,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,3,1,0,0,0,0,0,0,0,4
